region,week,ad_spend_tv,ad_spend_digital,ad_spend_outdoor,ad_spend_retail,avg_temp,holiday,pepsi_spend,sales_volume,total_spend,roi
Africa,2022-07-25,223.12376508025008,271.43803657078934,178.2203876790276,146.40436380836547,84.1107090511057,0,206.56734219611462,2036.8748483829372,819.1865531384325,2.4864603069707987
Africa,2022-08-01,195.3402185723744,152.10557921709764,61.83041760592701,134.60188642646213,70.33533568980212,0,121.27625365859242,1807.3629891020616,543.8781018218612,3.323103068588033
Africa,2022-08-08,243.2849769420675,211.27400237924886,194.36397470457533,129.47729808051835,68.66880911313858,0,256.0107586757365,2102.176080393209,778.40025210641,2.7006364331262245
Africa,2022-08-15,150.44154123991248,146.1950707111741,43.181665365585886,66.96536151691801,84.73472796158231,0,101.82797902487755,1835.849675776125,406.7836388335905,4.513086320384546
Africa,2022-08-22,230.20130234752781,226.6728179569402,115.34715958087494,197.90847495088917,75.53081672510545,0,291.79395494875195,1910.0984630335115,770.1297548362321,2.480229404251097
Africa,2022-08-29,245.0216711488149,309.34350052589235,152.85290627432295,141.3390863422069,58.74022181554899,0,294.5197065161833,1739.796761389806,848.5571642912371,2.0503000087719285
Africa,2022-09-05,279.9225867348884,223.42613813186276,108.07170512966212,170.49264758270576,95.87239964604669,0,271.0790842462192,1975.8918031809117,781.9130775791191,2.5269967466185244
Africa,2022-09-12,261.7925899951806,242.08401454423006,159.3023164181476,197.75291223727126,73.66009537784043,0,246.96691530116598,1722.2403186512124,860.9318331948296,2.000437493709758
Africa,2022-09-19,188.728251061361,162.82658772182185,60.663595856626884,145.90140914912106,92.95571736482427,0,248.71952150162022,1960.265422032543,558.1198437889308,3.512266126796012
Africa,2022-09-26,230.73852040443518,174.02203488226937,85.91763251132672,127.62594734270475,90.78434957965715,0,191.68987462168752,1990.3818964357022,618.304135140736,3.2190984716326687
Africa,2022-10-03,259.1618713814342,285.20169112183686,161.6398666043092,203.10437036112432,67.98990455517186,0,207.12630634160016,2064.090797312406,909.1077994687046,2.270457693266618
Africa,2022-10-10,229.28038632623833,213.44581857982206,140.71961347779745,87.75608395435967,88.33189864363148,0,309.8398719836646,1794.0057315214624,671.2019023382175,2.6728257552188315
Africa,2022-10-17,119.78756671517145,114.28925997948049,80.4407875847314,81.44849951884574,71.48557450136319,0,149.4226117563689,1832.7666521611693,395.96611379822906,4.628594691047439
Africa,2022-10-24,323.16191576732376,244.61532437836615,186.8098731074577,184.16539242732688,59.33299413196058,1,406.053100487027,2097.163691616019,938.7525056804745,2.2339899802406875
Africa,2022-10-31,234.39407129632792,219.82117204147187,151.28154633755605,191.89233184814023,73.75401833977858,0,177.23826103379153,1969.1401691504634,797.389121523496,2.4694846167304285
Africa,2022-11-07,248.67577325060745,212.41615948444215,116.98556687106488,206.4354684774368,81.97637501776279,0,177.7128571286045,1852.7580866929636,784.5129680835512,2.3616666161924345
Africa,2022-11-14,145.09638127032233,170.62335904540268,43.03243228732674,123.51039831657606,73.37263352003663,0,90.07926354984288,1625.924311089128,482.2625709196278,3.3714503449617674
Africa,2022-11-21,257.6945296837917,196.1122727981649,83.4582101202233,198.0842423636986,74.92951659074899,0,203.48415793534346,1939.2763070524088,735.3492549658786,2.6372180211733465
Africa,2022-11-28,164.3962333786571,151.4936803447255,101.41379238305812,117.29020177780873,89.43566044928613,0,200.45694063151856,1875.6744336614424,534.5939078842495,3.5085967236041986
Africa,2022-12-05,245.14670166584403,201.9893757812575,146.79715745952493,133.55938598513802,79.06493980290091,0,194.1637223059992,1861.1045821757762,727.4926208917645,2.5582453054911043
Africa,2022-12-12,117.42466013926452,119.17090770950392,61.717703771042004,76.73616110750318,69.56701688715047,0,138.94656030959882,1884.805956334854,375.0494327273136,5.02548675418271
Africa,2022-12-19,230.28529737843724,191.31341311345804,154.07204454319557,172.50690917832043,85.02030323667327,0,184.5797942688407,1931.5610076421801,748.1776642134114,2.581687612490953
Africa,2022-12-26,301.71779484310076,347.15775157434314,168.2135724045654,252.50093808079455,79.97675566954246,0,276.44410154561854,1831.3513360297086,1069.590056902804,1.712199290009039
Africa,2023-01-02,114.68721570064474,91.31488796159312,36.95915067380109,55.20420142723492,52.783951985379574,0,159.01724590983446,1534.1675968136965,298.1654557632739,5.145356603723192
Africa,2023-01-09,293.1102559818243,339.13197303898977,116.9945959413606,253.80705771853152,82.28352913771448,0,233.2716169683318,1854.6862376599172,1003.0438826807061,1.8490579222746828
Africa,2023-01-16,185.67585580798468,136.35135039694123,130.59458520867216,146.48198103757053,81.91828707716101,1,167.31186414446591,2314.029724915092,599.1037724511687,3.862485651605044
Africa,2023-01-23,305.7130512186955,281.90404201492413,181.6128718831265,243.83730204587528,78.2012112958086,0,257.0648552295009,2025.4862422239382,1013.0672671626214,1.9993600700345198
Africa,2023-01-30,276.1860905239591,295.8444740777854,191.68610742669247,215.47304836196088,86.91700581069576,0,189.93317143295607,2004.0069581033913,979.1897203903978,2.046597218467943
Africa,2023-02-06,230.78634404727148,167.38811601846137,76.56452530009007,115.23106916277847,71.27606415673498,0,228.92050885440088,1839.3518444416886,589.9700545286014,3.117703738220018
Africa,2023-02-13,238.5790513297879,293.30526509835204,196.94098405276785,112.19803820206008,81.36499788820902,0,215.42555816222134,1915.9650579232111,841.0233386829678,2.2781354212162395
Africa,2023-02-20,257.9182956957031,255.42285456091165,111.57797506017721,125.7538513398628,62.33040628832647,1,298.13025171531575,2159.3827794491363,750.6729766566547,2.876595863443213
Africa,2023-02-27,199.93407549496163,212.08556126475554,55.313485412543365,98.66190022524701,82.07090383398833,0,250.7324531965605,1821.8332924890092,565.9950223975076,3.218815043234613
Africa,2023-03-06,182.92756816324362,171.7599046681261,132.11217436391016,116.95768362782081,97.53059695539896,0,189.40316229492757,1987.9242568039508,603.7573308231008,3.292588189519486
Africa,2023-03-13,262.9720906277366,198.6761574226203,102.87360408385216,187.3193801076272,68.05143647532459,0,164.55666271827397,1869.527063851464,751.8412322418362,2.486598212067883
Africa,2023-03-20,249.48957586886715,207.72550117878924,165.8374095271128,222.23576183282776,70.40197868012226,0,273.2254864435287,2093.638520883262,845.2882484075969,2.476833819501667
Africa,2023-03-27,247.86605384811622,215.0599422447893,98.03945396286512,179.71827326771802,70.89984557108448,0,159.703217644915,1985.7309137849659,740.6837233234886,2.6809430952186744
Africa,2023-04-03,226.77304652121825,193.76583717246575,153.17166978604388,104.55593136323236,79.29998225801594,0,247.8822289088659,2017.2151507118763,678.2664848429603,2.974074638493931
Africa,2023-04-10,179.26724084136913,144.44171095849939,140.71500382217812,92.27815192308164,67.36963727146282,0,205.80308762417386,1784.6283739880582,556.7021075451282,3.2057151388516885
Africa,2023-04-17,283.49825344659325,198.28930120135672,121.26462275170725,118.56899766272308,82.2124737869098,0,214.95237368223013,2022.440184857626,721.6211750623803,2.8026342002544435
Africa,2023-04-24,114.71190348955773,113.06060932579008,78.78230185632314,72.15043740821642,86.46839945469165,0,144.01814716310471,1813.087292029865,378.7052520798874,4.787594790598248
Africa,2023-05-01,221.7074154961864,229.3257677719633,82.29567087441743,135.92469254709667,83.34347213453785,0,294.61991315234,1902.3378711391588,669.2535466896638,2.8424770859246298
Africa,2023-05-08,97.34166997966808,77.956808169429,61.94508802402452,42.655542730578794,60.31584574361928,0,121.72279632823097,1905.0871664885342,279.89910890370044,6.806335232542599
Africa,2023-05-15,171.39830654448525,126.18805444007516,77.21836905138416,94.7018664793643,87.95167665158606,0,144.67514273749924,1775.211038269169,469.5065965153089,3.781014050590205
Africa,2023-05-22,150.33847917796624,177.05525839994343,70.28807528364703,84.8421523790733,87.3736741425368,0,160.75910215594564,1903.2621509391909,482.52396524062993,3.9443888553598634
Africa,2023-05-29,180.93872731452907,143.13517719428185,81.83688163083362,129.68247658436675,86.30161372346305,0,240.98362744688689,1916.290914854626,535.5932627240113,3.5778846528211123
Africa,2023-06-05,179.27072191995796,179.03436889688538,93.10789566243663,151.13961578513425,81.72842248655826,0,153.55107072336355,1956.9673123374469,602.5526022644142,3.2477949725602278
Africa,2023-06-12,173.97369709082946,139.22359976284886,133.45397250477768,115.09649889015662,80.20189314205132,1,218.51483581998377,2004.7606597301124,561.7477682486126,3.568791498683562
Africa,2023-06-19,157.12925965020332,220.45091559560487,94.60248396118786,116.47033698533963,88.32389398126396,0,95.46861207831309,2141.7855539912425,588.6529961923356,3.638451800713231
Africa,2023-06-26,171.6287165058018,163.8433084391119,62.343079033337524,129.51420311690032,97.23513487603455,0,103.47793303821076,1800.3719426764599,527.3293070951515,3.414132153196636
Africa,2023-07-03,190.19850538115824,153.17400217101203,91.55240255254118,88.61192660416278,68.4695953663515,0,229.71592108238275,1979.6932059610153,523.5368367088743,3.781382831447013
Africa,2023-07-10,154.78734509195192,149.5136003174039,66.94779949156103,95.75699254873678,88.78125395794771,0,187.16236678648565,1994.552192956627,467.00573744965357,4.2709372348378345
Africa,2023-07-17,145.05930929687634,111.04385193622849,77.06156361216111,88.04388943845424,77.13782901992548,0,178.59437431480225,2020.0263807949127,421.2086142837202,4.795786012662722
Africa,2023-07-24,201.7113882597788,229.19998468181655,173.37604016628612,149.72080591107144,76.703269479714,1,271.104436627286,1920.86630365654,754.0082190189529,2.5475402723803158
Africa,2023-07-31,268.5898236693144,243.3003095488321,121.2644203085055,201.9864327663297,62.63469309617962,0,186.4886426026361,1819.4618606173638,835.1409862929817,2.178628387876853
Africa,2023-08-07,242.5419004871306,227.1148144480986,163.56127864665268,131.87242020452382,75.15210590484605,0,190.5380036062161,2068.0946964568507,765.0904137864056,2.7030722894852683
Africa,2023-08-14,187.96770301573557,160.5278744953679,112.3302127261722,121.7544112157346,68.02735042031586,0,248.67749976203584,1657.159236026404,582.5802014530103,2.844516912681364
Africa,2023-08-21,198.66955897950484,126.60173865737369,66.62051703944682,78.17092982978454,73.36145570494054,0,147.3708851850131,1683.5449141337624,470.06274450610994,3.58153232480197
Africa,2023-08-28,250.5408596661324,252.97566329148225,175.95494131821522,192.09359003138835,67.0181361622185,0,287.06556155010605,1848.9694611268403,871.5650543072182,2.121435975420713
Africa,2023-09-04,187.32607379669014,233.4689756111059,113.4680814963228,110.89769954126936,73.51091612686994,0,191.89128515166158,1910.0003430997144,645.1608304453882,2.9605026420794043
Africa,2023-09-11,183.6645810611522,192.8496023582827,122.45712436139844,94.03172084176583,73.93889642976598,0,122.42253408138647,2053.0229735486523,593.0030286225992,3.462078394974342
Africa,2023-09-18,94.54885900000684,117.34386388479719,78.3042368950014,70.67422063437236,78.967549184388,0,78.3063984005926,1818.5785580173786,360.8711804141778,5.039412002726752
Africa,2023-09-25,147.11841267002623,201.19487830139667,87.52633223515514,112.0803114792382,61.85250137708669,0,149.51611518631856,1789.1200203889102,547.9199346858162,3.265294629980588
Africa,2023-10-02,200.50078509907792,137.6288132345083,132.13299669752826,77.09383812241848,63.54481852254676,0,257.01796511896623,1848.2303984956152,547.356433153533,3.3766487183629907
Africa,2023-10-09,174.58746817198346,188.013739463155,121.40120794879124,134.66301802926128,81.61914270730526,0,203.57436373203416,1944.0489097564164,618.665433613191,3.14232669894387
Africa,2023-10-16,223.08457321260403,224.0594603976585,117.5880961938167,153.79193804153206,70.02561882929902,0,244.83677565658533,1930.005497158895,718.5240678456113,2.6860693796183233
Africa,2023-10-23,195.31348201710207,245.99280114860235,124.3653463694225,102.22507822036768,88.74529790229931,0,194.6936179538322,1910.6619684684536,667.8967077554946,2.8607147576596734
Africa,2023-10-30,185.1689525477186,264.30192025180867,102.54560505113369,140.64133487500095,80.25269722015047,0,155.34697186914553,1730.7189428113334,692.6578127256619,2.498663713906324
Africa,2023-11-06,258.3777994762541,263.94048481878167,200.3065717462888,192.30310091926415,84.06762150206407,0,179.67486991408185,1877.5676777222247,914.9279569605886,2.052148110064914
Africa,2023-11-13,224.35204823482314,215.80427818154394,166.40140030304244,174.55301678701645,92.10692320420895,0,208.03286593184015,2096.0943424706556,781.1107435064259,2.6834790839788414
Africa,2023-11-20,242.25193432358952,267.81116007993637,78.42847085819407,145.62528310759006,74.90289188193427,0,150.8780888453586,1941.5140564827839,734.11684836931,2.6446934991281825
Africa,2023-11-27,263.73843841433074,219.35166153386155,134.8720141007147,163.35902206183377,72.25513294583725,0,202.7739035713081,1880.4844735662964,781.3211361107408,2.4068009767750165
Africa,2023-12-04,143.39203651988848,113.01094324414078,63.39613984322272,73.09120561018479,86.71702585598814,0,135.64695953383475,1963.766979849375,392.8903252174368,4.998257411308283
Africa,2023-12-11,157.38285158020366,160.7383605791332,45.66622459642343,121.0033546995033,83.09513563929686,1,147.13473319396746,1940.1529583418396,484.7907914552636,4.002041690020171
Africa,2023-12-18,103.62765082105804,90.4900043455708,31.666045379935735,74.70030424669986,76.126696901787,0,65.8487756576945,1779.5432837307644,300.4840047932644,5.92225627768475
Africa,2023-12-25,254.76907638401397,233.0102654662958,120.48762641075696,100.37488057329911,91.91457966955942,0,272.92089482901946,1936.989587027082,708.6418488343659,2.733383006116851
Africa,2024-01-01,262.6797902406827,255.8595448410155,130.39293639160053,176.24761055302275,75.87755690160068,0,273.1206301653167,1869.426367705028,825.1798820263214,2.265477392777006
Africa,2024-01-08,159.56604688866173,136.63457836502425,77.19566336324729,125.7097808402148,78.3277363755578,0,105.70986416328284,1888.0825931096488,499.10606945714807,3.782928536940492
Africa,2024-01-15,289.4031176336356,244.07583431712604,123.10931547634323,127.64287806404543,78.21222650834258,0,392.0053328353072,1860.6952092216025,784.2311454911503,2.3726362054344086
Africa,2024-01-22,117.33387968458557,121.13707199174621,42.844641638785674,100.22487267916812,68.65406105101529,0,79.72910143326332,1681.183145548584,381.54046599428557,4.406303643749713
Africa,2024-01-29,312.33427536323825,335.10958286191595,184.91936749695984,250.89281516278683,78.7758538948639,0,400.99576936391264,1949.239623285432,1083.2560408849008,1.7994264972601657
Africa,2024-02-05,184.97437950352295,199.34365368997354,94.91940491556633,74.79584734131716,91.96760177398491,0,111.0304616771463,1792.676944016992,554.03328545038,3.235684553789407
Africa,2024-02-12,126.05863894634378,94.71062649758042,48.12294086167236,104.25108752296786,82.44968315376175,0,164.6105065754149,1839.3933091844917,373.1432938285644,4.929455626313831
Africa,2024-02-19,164.07660311269922,224.26055235848415,90.65972453960885,114.66995729260438,78.31063426398931,0,101.03439920712009,2048.594131644314,593.6668373033966,3.4507471243460563
Africa,2024-02-26,132.15438763851233,161.7558029981115,90.19322977436119,124.46773583581269,76.38232718834331,1,159.41118059894688,2017.3825045175272,508.57115624679767,3.9667654756624433
Africa,2024-03-04,154.52040172047006,129.72672871509886,52.76145993625917,95.62760659730688,81.30867028406351,0,137.42312860085627,1737.4638938936607,432.63619696913497,4.015992896723836
Africa,2024-03-11,163.32544047079034,118.45241437022894,60.34113136345414,100.17298804122174,85.49766628489185,0,194.45093151863568,1838.6154052517827,442.2919742456952,4.157017337670305
Africa,2024-03-18,238.0011050730542,217.34436362644453,87.72564577539258,186.8855891331307,84.09238830889753,1,219.29330532298934,2019.6595645128998,729.9567036080219,2.7668210381932914
Africa,2024-03-25,256.0657888466193,240.27572632729292,146.76254825337938,163.61359651111908,74.68135138178022,0,168.16514776187387,1992.4406924762,806.7176599384106,2.469811671940235
Africa,2024-04-01,192.58942093627218,164.95335127027414,109.72200233145703,67.64595576370616,81.24781594110115,0,233.80458858648734,1847.5578377392962,534.9107303017095,3.4539554603759868
Africa,2024-04-08,234.10912307003335,235.50786462439908,150.2629067657087,154.6868167255932,82.79939741148279,0,153.8101967835958,2119.112005778491,774.5667111857342,2.7358676472611108
Africa,2024-04-15,244.6708720703136,201.53469490918772,160.08499539654483,120.00159960497882,67.92805012473022,0,327.29533221857935,1975.0311489999572,726.292161981025,2.719334246445519
Africa,2024-04-22,150.28062074868373,163.74901558674827,98.07576445086461,88.5388101130132,79.68230541183695,0,96.29670024187942,1871.6402191240045,500.64421089930977,3.7384637200976867
Africa,2024-04-29,163.6714511046256,130.4659118929229,98.38849966437992,104.87257435453542,56.38696113697638,0,160.96436167396868,1886.4743875112997,497.39843701646384,3.7926825802407125
Africa,2024-05-06,125.92682903776677,110.40476561404718,77.25555139412376,78.92109771889908,82.82533709821185,0,148.39564395239375,1800.834121933123,392.5082437648368,4.588016049446481
Africa,2024-05-13,141.3849207097911,138.0521725026844,43.48195578117761,77.2516279233052,84.60343054562682,0,129.31024862109697,1855.953190581088,400.17067691695826,4.6379040185551315
Africa,2024-05-20,211.38835928336408,182.61222575147943,144.2693437582958,107.17004169957193,85.4754612578646,0,163.56951779043374,1883.7419446269353,645.4399704927113,2.918539338660632
Africa,2024-05-27,142.97119788402333,151.48398826925916,93.8938706987691,64.43876851142836,74.04953147830432,0,172.6052339733939,1914.769404322208,452.78782536347995,4.228844719455758
Africa,2024-06-03,201.92749575691704,167.61742186915743,112.80470999779999,85.44101053544733,81.09046835024034,0,247.85302999286864,2012.4742519265396,567.7906381593218,3.5443949172015765
Africa,2024-06-10,203.65310118693873,248.1302807456696,115.76779102843547,153.578990807307,92.23953845541166,0,272.51961665771483,2009.2830852857887,721.1301637683508,2.786297379083469
Africa,2024-06-17,104.16768440335873,109.55324874655396,53.2490037057086,106.47338187830478,92.13769648291259,0,93.84800944756651,1957.2789135298265,373.4433187339261,5.241167307974692
Africa,2024-06-24,205.19033325734782,213.04017203653044,132.6457814717844,97.7311355411064,77.70827300773439,0,206.21656964530217,1987.482594361312,648.607422306769,3.064230420448845
Africa,2024-07-01,189.06630988707656,114.04809863890857,97.80852736079035,132.11587259052624,79.3931963072956,0,168.36406969540354,1923.976157268451,533.0388084773017,3.609448555471134
Africa,2024-07-08,303.71643753819114,207.2839814873447,215.19180344426323,224.3195769356584,89.10911144734433,1,244.69384259373504,2029.4315813762246,950.5117994054574,2.135093517666618
Africa,2024-07-15,169.99949796198712,227.15620383690907,92.6828584560322,141.38456897909992,62.99197984737825,0,204.13987990863052,2030.9324759661115,631.2231292340283,3.2174557330156635
Africa,2024-07-22,270.9192357433844,218.05243523309724,178.89124283339027,188.75219808083372,74.76924257322975,0,236.1661160626898,2102.536216825309,856.6151118907056,2.4544701437552607
Africa,2024-07-29,179.09922865248504,233.11637033338963,121.96867114514039,170.84325532052148,91.35570455536757,0,168.80452503854872,1925.0036889751577,705.0275254515366,2.7303950831455617
Africa,2024-08-05,130.3363276487053,130.38370239855698,80.57919332089264,49.283162059898785,87.75200541684767,0,120.29247027181243,1819.525105857233,390.5823854280537,4.658492481331814
Africa,2024-08-12,217.2077820824469,182.5995546676672,127.79818419267771,147.8484156560542,81.69263777649905,0,254.16112060857844,1957.9368316015543,675.453936598846,2.8986977875359967
Africa,2024-08-19,288.40794466654796,241.6834379098258,162.2131668286662,217.28830816596334,62.94167594669379,0,384.8044069203517,1924.718497876117,909.5928575710034,2.1160220002341785
Africa,2024-08-26,246.83829698011002,227.2470725362898,129.75633155947682,152.77377947136335,77.50089766958838,0,279.76772272748906,1881.021517381875,756.61548054724,2.4860996975919414
Africa,2024-09-02,238.09450051367304,312.04734863114516,178.00017843574025,215.39439603991542,72.10084603750067,0,232.68167844260182,1811.5440929588342,943.5364236204739,1.9199514164039373
Africa,2024-09-09,248.89892896742177,320.55651886806083,216.5854673934071,120.74041374094746,81.31038902817212,0,304.49401218400914,1960.6464908930272,906.7813289698371,2.162204302464465
Africa,2024-09-16,133.9439678628664,138.54451746965574,49.04078533305727,108.53492728825894,69.9065331520512,0,149.04977466910745,1881.2631015435338,430.06419795383835,4.374377384804913
Africa,2024-09-23,163.17654500203167,156.30169497026438,46.52747368500076,94.98875617149214,67.74276605025392,0,105.81807793387829,1915.5112022540318,460.9944698287889,4.155171759360678
Africa,2024-09-30,191.8092762606615,170.61844465007377,170.8189194260981,131.00253026788275,57.351347223163586,0,129.76489637679472,1903.1572160771293,664.2491706047161,2.865125468421047
Africa,2024-10-07,125.56258199912958,216.5913871015412,102.93488621877447,103.88229722235366,90.21804684976702,0,79.14630871899934,1901.9087360648655,548.9711525417989,3.4644966812168754
Africa,2024-10-14,258.9490834051641,316.7905404592601,162.78015359543613,190.37186625043827,74.00229488556943,0,250.00318520761124,2034.557095932439,928.8916437102986,2.190306167257302
Africa,2024-10-21,291.0394406778206,218.92566997579138,151.54180715443766,236.7432626061054,79.57145783702535,0,366.908401696188,1912.6515922671986,898.250180414155,2.129308330765194
Africa,2024-10-28,194.68951085532018,145.03240271884022,59.198209996788066,110.61842466721917,77.9776188352582,0,165.5769137916306,1817.8889611346954,509.53854823816766,3.5677162550712076
Africa,2024-11-04,138.11088455318844,110.5420051561174,100.81047850024144,119.72106660921493,67.32566067039501,0,125.31189288952703,1816.9142835480632,469.1844348187622,3.8724947988735083
Africa,2024-11-11,247.87657090645234,214.0677039671323,172.51555328012915,153.93919202644435,65.40935088551807,0,329.07639609599033,1691.6100245759142,788.399020180158,2.1456267464530363
Africa,2024-11-18,178.03922179474216,171.69359201467367,70.63932361219135,69.91806762173712,67.94684874002765,0,226.0248435740579,1805.7804383132573,490.29020504334426,3.683084874505328
Africa,2024-11-25,227.12802970882726,235.20256848731177,119.86050017381109,113.94398225218669,70.76831561170607,0,257.11767176691677,1948.5385528017714,696.1350806221369,2.7990811080234024
Africa,2024-12-02,176.97723522609238,137.48892151682614,132.81890862215892,78.64101254377013,81.66606247013806,0,143.96089769769657,1914.2709525236014,525.9260779088476,3.6398099142278677
Africa,2024-12-09,237.31845765679523,203.4135235998639,78.50106485637751,137.7884179391492,70.04282336479389,0,164.61195791686586,2041.7690221987514,657.0214640521858,3.1076138816015577
Africa,2024-12-16,128.09143719263432,141.8197871318029,88.20504193486703,67.72652408486555,95.46490631594622,0,78.50046045695453,1873.5536934739425,425.8427903441698,4.399636992702683
Africa,2024-12-23,214.57573107149693,228.10788346751264,96.27672282827142,170.5947678270028,88.27151035893151,0,147.11495328813513,1996.6511477313559,709.5551051942838,2.8139479698122267
Africa,2024-12-30,191.04235598156265,172.85632881741978,113.54443241401653,146.8407639269314,86.08359549665708,0,159.3440647423332,1997.1785792197286,624.2838811399304,3.199151282863365
Asia-Pacific,2022-01-03,219.35047597862754,176.59284460021655,73.03435358494316,123.72525430632355,58.1244683322496,0,266.8580364814515,1465.3818885658945,592.7029284701108,2.4723716016527018
Asia-Pacific,2022-01-10,260.5152585349192,310.5471681058718,145.9479503413173,215.96263371676204,75.78909818069134,0,179.3042688237232,1615.3074253550126,932.9730106988704,1.7313549339921632
Asia-Pacific,2022-01-17,174.75329615809136,151.98111960658787,53.32369271293451,56.88981388827896,69.35662352620834,0,108.69448040843874,1360.745740922918,436.94792236589274,3.114205769774671
